Company Name,Tradestyle,Address Line 1,City,Province,Postal Code,Country,Phone,URL,Revenue (USD),Employees (Single Site),Employees (Blended Sites),Business Description,Ownership Type,Entity Type,Parent Company,Parent Country,Ultimate Parent Company,Ultimate Parent Country,D&B Hoovers Industry,NAICS 2012 Code,NAICS 2012 Description,Import/Export Status,Manufacturing Status
1238083 Ontario Inc,"A M J Campbell Van Lines, Atlas Van Lines",1234 Gardiners Rd,Kingston,Ontario,K7P 2T5,Canada,613-634-1040,http://www.amj-movers-kingston.com,"460,159.90",6,6,"1238083 Ontario Inc is primarily engaged in furnishing both trucking and storage services, including household goods, within a single municipality, contiguous municipalities, or a municipality and its suburban areas.",Private,Independent,,,,,Trucking,484110,"General Freight Trucking, Local",,
1239257 Ontario Inc,Laverne's Laundry,303 Montreal St,Kingston,Ontario,K7K 3G9,Canada,,,"110,038.23",2,2,"1239257 Ontario Inc is primarily engaged in the operation of coin-operated or similar self-service laundry and drycleaning equipment for use on the premises, or in apartments, dormitories, and similar locations.",Private,Independent,,,,,Laundry Services,812310,Coin-Operated Laundries and Drycleaners,,TRUE
1259659 Ontario Limited,Braebury Homes,366 King St E Suite 400,Kingston,Ontario,K7K 6Y3,Canada,613-546-3400,http://www.braeburyhomes.com,"2,500,868.80",12,12,"1259659 Ontario Limited is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses.",Private,Independent,,,,,Residential and Commercial Building Construction,236115,New Single-Family Housing Construction (except For-Sale Builders),,
1259687 Ontario Inc,Dynamic Data Systems,815 Blackburn Mews,Kingston,Ontario,K7P 2N6,Canada,,,"190,066.04",2,2,"1259687 Ontario Inc is primarily engaged in providing computer programming services on a contract or fee basis. Establishments of this industry perform a variety of additional services, such as computer software design and analysis; modifications of custom software; and training in the use of custom software.",Private,Independent,,,,,Computer Programming,541511,Custom Computer Programming Services,,
1259728 Ontario Inc,Queens Convenience,281 Macdonnell St,Kingston,Ontario,K7L 4C5,Canada,613-536-5247,,"710,246.74",5,5,"1259728 Ontario Inc is a supermarket/grocery store, primarily engaged in the retail sale of all sorts of canned foods and dry goods, such as tea, coffee, spices, sugar, and flour; fresh fruits and vegetables; and fresh and prepared meats, fish, and poultry.",Private,Independent,,,,,Grocery Stores,445120,Convenience Stores,,
1268157 Ontario Inc,Global Pet Foods,1111 Princess St Unit 2,Kingston,Ontario,K7L 2T1,Canada,613-548-8048,http://www.globalpetfoods.com,"640,222.43",5,5,"1268157 Ontario Inc is primarily engaged in the retail sale of specialized lines of merchandise, not elsewhere classified, such as artists' supplies; orthopedic and artificial limbs; rubber stamps; pets; religious goods; and monuments and tombstones.",Private,Independent,,,,,Miscellaneous Store Retailers,453910,Pet and Pet Supplies Stores,,
1270477 Ontario Inc,Max Auto Supply,575 Montreal St,Kingston,Ontario,K7K 3J1,Canada,,http://www.max-auto.ca,,1,1,"1270477 Ontario Inc is primarily engaged in the wholesale distribution of motor vehicle supplies, accessories, tools, and equipment; and new motor vehicle parts.",Private,Branch,1270477 Ontario Inc,Canada,1270477 Ontario Inc,Canada,Motor Vehicle Wholesale,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,,
1278804 Ontario Inc,"Grant, Terry Construction",946 Woodbine Rd,Kingston,Ontario,K7P 2X5,Canada,613-372-2367,,"200,069.52",1,1,"1278804 Ontario Inc is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses.",Private,Independent,,,,,Residential and Commercial Building Construction,236115,New Single-Family Housing Construction (except For-Sale Builders),,
1278891 Ontario Ltd,Limestone Property Management,303 Bagot St Suite 5F,Kingston,Ontario,K7K 5W7,Canada,613-530-3340,http://www.limestonepropertymanagement.ca,"360,125.12",3,3,1278891 Ontario Ltd is primarily engaged in furnishing general or specialized management services on a day to day basis and on a contract or fee basis. Establishments in this industry do not provide operating staff.,Private,Independent,,,,,Administrative Services,561110,Office Administrative Services,,
1278923 Ontario Limited,Cochrane Fuels,103 Concession St,Kingston,Ontario,K7K 2A8,Canada,613-542-3783,,"2,000,695.20",7,7,1278923 Ontario Limited is primarily engaged in the retail sale of fuel oil.,Private,Independent,,,,,Gasoline Stations and Fuel Dealers,454310,Fuel Dealers,,
1278950 Ontario Ltd,Family's Restaurant,4050 Bath Rd,Kingston,Ontario,K7M 4Y4,Canada,613-384-3832,,"290,100.78",7,7,1278950 Ontario Ltd is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.,Private,Independent,,,,,Restaurants and Bars,722511,Full-Service Restaurants,,
1278963 Ontario Inc,Darbar Restaurant,479 Princess St,Kingston,Ontario,K7L 1C3,Canada,613-548-7053,http://www.darbarkingston.com,"230,079.95",5,5,1278963 Ontario Inc is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.,Private,Independent,,,,,Restaurants and Bars,722511,Full-Service Restaurants,,
127897 Canada Ltd,Motosport Plus,295 Dalton Ave,Kingston,Ontario,K7K 6Z1,Canada,613-544-4600,http://www.motosportplus.com,"7,202,502.30",30,30,"127897 Canada Ltd is primarily engaged in the retail sale of new and used motorcycles, including motor scooters and mopeds, and all-terrain vehicles.",Private,Independent,,,,,Motor Vehicle and Parts Dealers,441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",,
1280003 Ontario Inc,Treasure Island Marina,1753 Highway 2,Kingston,Ontario,K7L 4V1,Canada,613-548-1239,http://www.treasureislandmarina.com,"170,059.08",2,2,"1280003 Ontario Inc is primarily engaged in operating marinas. These establishments rent boat slips and store boats, and generally perform a range of other services including cleaning and incidental boat repair. They frequently sell food, fuel, and fishing supplies, and may sell boats.",Private,Independent,,,,,Miscellaneous Amusement and Recreation,713930,Marinas,,
1311206 Ontario Inc,Kingston Party Rentals,150 Binnington Crt Unit 1,Kingston,Ontario,K7M 8N1,Canada,613-549-2288,http://www.kingstonpartyrentals.com,"1,100,382.30",10,10,"1311206 Ontario Inc is primarily engaged in renting or leasing (except finance leasing) equipment, not elsewhere classified.",Private,Independent,,,,,Commercial and Industrial Rental,532299,All Other Consumer Goods Rental,,
1311291 Ontario Inc,Timberlake Software,4 Cataraqui St Suite 312,Kingston,Ontario,K7K 1Z7,Canada,613-545-1308,,"280,097.31",3,3,"1311291 Ontario Inc is primarily engaged in providing computer programming services on a contract or fee basis. Establishments of this industry perform a variety of additional services, such as computer software design and analysis; modifications of custom software; and training in the use of custom software.",Private,Independent,,,,,Computer Programming,541511,Custom Computer Programming Services,,
1311297 Ontario Limited,Central Dental Laboratories,805A Bayridge Dr,Kingston,Ontario,K7P 1T5,Canada,,,"640,222.43",8,8,"1311297 Ontario Limited is primarily engaged in making dentures, artificial teeth, and orthodontic appliances to order for the dental profession.",Private,Independent,,,,,Medical Equipment and Supplies,339116,Dental Laboratories,Imports,
1311302 Ontario Ltd,Kepler Bell Contracting,3222 Sydenham Rd,Kingston,Ontario,K0H 1M0,Canada,613-545-1335,http://www.keplerbell.com,"1,300,451.80",5,5,"1311302 Ontario Ltd is a general contractor primarily engaged in the construction (including new work, additions, alterations, remodeling, and repair) of nonresidential buildings, other than industrial buildings and warehouses. Included are nonresidential buildings, such as commercial, institutional, religious, and amusement and recreational buildings.",Private,Independent,,,,,Residential and Commercial Building Construction,236220,Commercial and Institutional Building Construction,,
1311317 Ontario Limited,"Da Costa, Joe Painting & Decorating",315 Days Rd,Kingston,Ontario,K7M 3R4,Canada,613-384-4727,,"700,243.29",8,8,1311317 Ontario Limited is a special trade contractor primarily engaged in  painting and paper hanging.,Private,Independent,,,,,Specialty Construction Trade Contractors,238320,Painting and Wall Covering Contractors,,
1311328 Ontario Inc,F M Windows & Doors,666 Collins Bay Rd,Kingston,Ontario,K7M 7E9,Canada,613-634-0105,,"400,139.03",2,2,"1311328 Ontario Inc is primarily engaged in selling primarily lumber, or lumber and a general line of building materials, to the general public. While these establishments may sell primarily to construction contractors, they are known as retail in the trade. The lumber which they sell may include rough and dressed lumber, flooring, molding, doors, sashes, frames, and other millwork. The building materials may include roofing, siding, shingles, wallboard, paint, brick, tile, cement, sand, gravel, and other building materials and supplies. Hardware is often an important line sold by retail lumber and building materials dealers.",Private,Independent,,,,,Home and Garden Retail,444110,Home Centers,,
1324601 Ontario Limited,Dalton Dairy Queen,69 Dalton Ave,Kingston,Ontario,K7K 6C2,Canada,613-544-9219,http://www.dairyqueen.com,"960,333.65",25,25,1324601 Ontario Limited is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.,Private,Independent,,,,,Restaurants and Bars,722511,Full-Service Restaurants,,
1324652 Ontario Ltd,Curves for Women,105 Sutherland Dr Unit 10,Kingston,Ontario,K7K 5V6,Canada,,,,5,5,"1324652 Ontario Ltd is primarily engaged in operating reducing and other health clubs, spas, and similar facilities featuring exercise and other active physical fitness conditioning, whether or not on a membership basis. Also included in this industry are establishments providing aerobic dance and exercise classes.",Private,Branch,1324652 Ontario Ltd,Canada,1324652 Ontario Ltd,Canada,Fitness and Recreation Centers,713940,Fitness and Recreational Sports Centers,,
1324709 Ontario Inc,Sears Carpet & Upholstery Care,1883 Cole Hill Rd,Glenburnie,Ontario,K0H 1S0,Canada,613-542-2099,,"210,072.98",6,6,1324709 Ontario Inc is primarily engaged in cleaning carpets and upholstered furniture at a plant or on customers' premises.,Private,Independent,,,,,Building and Dwelling Services,561740,Carpet and Upholstery Cleaning Services,,
1324743 Ontario Limited,Montana's Cookhouse Saloon,630 Gardiners Rd,Kingston,Ontario,K7M 3X9,Canada,613-384-5988,,"2,700,938.50",70,70,1324743 Ontario Limited is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.,Private,Independent,,,,,Restaurants and Bars,722511,Full-Service Restaurants,,
1339877 Ontario Ltd,Denny's Restaurant,670 Gardiners Rd,Kingston,Ontario,K7M 3X9,Canada,613-634-6220,http://www.dennys.ca,"2,300,799.40",60,60,1339877 Ontario Ltd is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.,Private,Independent,,,,,Restaurants and Bars,722511,Full-Service Restaurants,,
1342205 Ontario Limited,Surplus Freight of Canada,400 Bath Rd,Kingston,Ontario,K7M 2Y3,Canada,613-389-6664,http://www.surplusfurniture.com,,1,1,"1342205 Ontario Limited is primarily engaged in the wholesale distribution of furniture, including bedsprings, mattresses, and other household furniture; office furniture; and furniture for public parks and buildings.",Private,Branch,1342205 Ontario Limited,Canada,1342205 Ontario Limited,Canada,Home Furnishings Wholesale,423210,Furniture Merchant Wholesalers,,
1343750 Ontario Ltd,Winmar,1148 Clyde Crt,Kingston,Ontario,K7P 2E4,Canada,613-542-0000,http://www.winmar.ca,"1,200,417.20",10,10,"1343750 Ontario Ltd is a special trade contractor primarily engaged in  construction work, not elsewhere classified, such as construction of swimming pools and fences, erection and installation of ornamental metal work, house moving, shoring work, waterproofing, dampproofing, fireproofing, sandblasting, and steam cleaning of building exteriors.",Private,Independent,,,,,Specialty Construction Trade Contractors,238990,All Other Specialty Trade Contractors,,
1344951 Ontario Inc,"Loyal Oarsman, The",1724 Bath Rd Suite 1,Kingston,Ontario,K7M 4Y2,Canada,613-384-5236,,"1,000,347.60",20,20,"1344951 Ontario Inc is primarily engaged in the retail sale of alcoholic drinks, such as beer, ale, wine, and liquor, for consumption on the premises. The sale of food frequently accounts for a substantial portion of the receipts of these establishments.",Private,Independent,,,,,Restaurants and Bars,722410,Drinking Places (Alcoholic Beverages),,
1361205 Ontario Ltd,Huntley's Auto Service,283 Queen St,Kingston,Ontario,K7K 1B7,Canada,613-544-2769,,"100,034.76",1,1,1361205 Ontario Ltd is primarily engaged in general automotive repair.,Private,Independent,,,,,Motor Vehicle Repair and Maintenance,811111,General Automotive Repair,,
