Company Name,Address Line 1,Postal Code,Phone,URL,Revenue (USD),Business Description
S & R Department Store (1976) Ltd,27 Princess St,K7L 1A3,,,7202502.3,"S & R Department Store (1976) Ltd carries a general line of apparel, such as suits, coats, dresses, and furnishings; home furnishings, such as furniture, floor coverings, curtains, draperies, linens, and major household appliances; and housewares, such as table and kitchen appliances, dishes, and utensils. These stores must carry men's and women's apparel and either major household appliances or other home furnishings. These and other merchandise lines are normally arranged in separate sections or departments with the accounting on a departmentalized basis. The departments and functions are integrated under a single management. The stores usually provide their own charge accounts, deliver merchandise, and maintain open stocks. These stores normally have 50 employees or more."
Kingston-Frontenac Public Library Board,130 Johnson St,K7L 1X8,613-549-8888,http://www.kfpl.ca,7102467.5,"Kingston-Frontenac Public Library Board is primarily engaged in providing library services, including the circulation of books and other materials for reading, study, and reference."
Kingston Independent Nylon Workers Union Office & Recreation Centre,725 Arlington Park Pl,K7M 7E4,613-389-5255,http://www.kingstonmedcentre.com,7002432.8,"Kingston Independent Nylon Workers Union Office & Recreation Centre is primarily engaged in managing pension, retirement, health, and welfare funds."
Kingston Community Credit Union Limited,18 Market St,K7L 1W8,613-549-3901,http://www.kccu.ca,7002432.8,Kingston Community Credit Union Limited is cooperative thrift and loan associationss (accepting deposits) organized under other than Federal charter to finance credit needs of itsmembers.
George A. Wright & Son Limited,146 Hickson Ave,K7K 2N9,613-542-4913,http://www.georgeawright.com,7002432.8,"George A. Wright & Son Limited is primarily engaged in manufacturing machinery and equipment and parts, such as amusement park equipment and flexible metal hose and tubing. This also includes producing or repairing machinery and equipment parts, not elsewhere classified, on a job or order basis for others."
Levac Supply Limited,25 Railway St,K7K 2L7,613-546-6663,http://www.levacsupply.com,6802363.4,"Levac Supply Limited is primarily engaged in the wholesale distribution of industrial supplies, not elsewhere classified."
Canadian Microelectronics Corporation,945 Princess St Bldg 50 Innovation Prk,K7L 3N6,613-530-4666,http://www.innovationpark.ca,6702328.2,"Canadian Microelectronics Corporation is primarily engaged in furnishing business consulting services, not elsewhere classified, on a contract or fee basis."
Jensen Building Ltd,640 Cataraqui Woods Dr Unit 1,K7P 2Y5,613-549-2817,http://www.jensenbuild.com,6602294.0,"Jensen Building Ltd is a general contractor primarily engaged in the construction (including new work, additions, alterations, remodeling, and repair) of industrial buildings and warehouses, such as aluminum plants, automobile assembly plants, pharmaceutical manufacturing plants, and commercial warehouses."
"Insurance Centre Inc, The",321 Concession St,K7K 2B9,613-544-5313,http://www.insurancecentre.com,6602294.0,"Agents primarily representing one or more insurance carriers, or brokers not representing any particular carriers primarily engaged as independent contractors in the sale or placement of insurance contracts with carriers, but not employees of the insurance carriers they represent. This industry also includes independent organizations concerned with insurance services."
Van Herpt Motors Limited,1468 Bath Rd,K7M 4X6,613-542-2284,http://www.vanherptvolvo.ca,6502259.3,"Van Herpt Motors Limited is primarily engaged in the retail sale of new automobiles or new and used automobiles. These establishments frequently maintain repair departments and carry stocks of replacement parts, tires, batteries, and automotive accessories. These establishments also frequently sell pickups and vans at retail."
Pathways for Children and Youth,1201 Division St Suite 215,K7K 6X4,613-546-8535,http://www.pathwayschildrenyouth.org,6502259.3,"Pathways for Children and Youth is primarily engaged in providing one or more of a wide variety of individual and family social, counseling, welfare, or referral services, including refugee, disaster, and temporary relief services. This industry includes offices of specialists providing counseling, referral, and other social services."
"McRae, W. R. Company Limited",549 Montreal St,K7K 3J1,613-544-6611,,6502259.3,"McRae, W. R. Company Limited is primarily engaged in the wholesale distribution of a general line of groceries."
1059902 Ontario Limited,1468 Bath Rd,K7M 4X6,613-542-2284,,6502259.3,"1059902 Ontario Limited is primarily engaged in the retail sale of new automobiles or new and used automobiles. These establishments frequently maintain repair departments and carry stocks of replacement parts, tires, batteries, and automotive accessories. These establishments also frequently sell pickups and vans at retail."
Cleland Travel Centre Ltd,1187 Princess St Unit 11,K7M 3E1,613-549-3330,,6502259.3,"Cleland Travel Centre Ltd is primarily engaged in furnishing travel information and acting as agents in arranging tours, transportation, rental of cars, and lodging for travelers."
McCoy Travel Limited,566 Cataraqui Woods Dr,K7P 2Y5,613-384-0012,http://www.gomccoy.com,6502259.3,McCoy Travel Limited is primarily engaged in arranging and assembling tours for sale through travel agents. Tour operators primarily engaged in selling their own tours directly to travelers are also included in this industry.
"Andre, T. A. & Sons (Ontario) Limited",30 Rigney St,K7K 6Z2,613-549-8060,http://www.taandre.com,6302189.8,"Andre, T. A. & Sons (Ontario) Limited is a general contractor primarily engaged in the construction (including new work, additions, alterations, remodeling, and repair) of nonresidential buildings, other than industrial buildings and warehouses. Included are nonresidential buildings, such as commercial, institutional, religious, and amusement and recreational buildings."
Kingston Brewing Company Limited,34 Clarence St,K7L 1W9,613-542-4978,http://www.kingstonbrewing.ca,6202154.6,Kingston Brewing Company Limited is primarily engaged in manufacturing malt beverages.
Interprovincial Insulation Incorporated,20 Harvey St,K7K 5B9,613-546-2835,http://www.interprovincial.ca,6002085.2,"Interprovincial Insulation Incorporated is a special trade contractor primarily engaged in  construction work, not elsewhere classified, such as construction of swimming pools and fences, erection and installation of ornamental metal work, house moving, shoring work, waterproofing, dampproofing, fireproofing, sandblasting, and steam cleaning of building exteriors."
Tackaberry Heating Supplies Limited,60 Dalton Ave,K7K 6C3,613-549-3320,http://www.tackaberry.com,6002085.2,"Tackaberry Heating Supplies Limited is primarily engaged in the retail sale of electric and gas refrigerators, stoves, and other household appliances, such as electric irons, percolators, hot plates, and vacuum cleaners. Many such stores also sell radio and television sets. Retail stores operated by public utility companies and primarily engaged in the sale of electric and gas appliances for household use are classified in this industry."
"Melo, J.S. Inc",285 King St E,K7L 3B1,613-544-4434,http://www.fourpointskingston.com,6002085.2,"Commercial establishments, known to the public as hotels, motor hotels, motels, or tourist courts, primarily engaged in providing lodging, or lodging and meals, for the general public. Hotels which are operated by membership organizations and open to the general public are included in this industry."
J M J Villemaire Holdings Limited,795 Gardiners Rd,K7M 7E6,613-384-6892,http://www.mmmeatshops.com,6002085.2,"J M J Villemaire Holdings Limited is primarily engaged in the wholesale distribution of packaged quick-frozen vegetables, juices, meats, fish, poultry, pastries, and other ""deep freeze"" products."
